mine_id,mine_name,state,district,date,year,month,planned_production_tonnes,actual_production_tonnes,production_variance_tonnes,production_achievement_pct,equipment_available_count,equipment_operating_count,equipment_downtime_hours,maintenance_hours,breakdown_count,planned_blasts,completed_blasts,blast_delay_hours,blast_delay_count,mine_depth_m,active_faces,working_hours,shift_hours,ore_grade_pct,ore_tonnage_available,rainfall_mm,temperature_c,soil_moisture,ventilation_delay_hours,ventilation_clearance_delay_hours,power_outage_hours,transport_delay_hours,manpower_available,production_lag_1d_tonnes,production_rolling_7d_mean_tonnes,production_target_tonnes,target_achieved,shortfall_tonnes,shortfall_pct,shortfall_flag,absenteeism_pct,overtime_hours,labor_strike_flag,steel_plant_demand_tonnes,manganese_price_index,order_backlog_tonnes,forest_clearance_status,pollution_shutdown_flag,mining_permission_active,is_monsoon_season_flag,road_condition_index,rake_availability_count
MOIL-01,Beldongri,Maharashtra,Nagpur,2016-09-01,2016,9,7277.8,6681.9,-595.9,91.81,10,9,45.5,50.1,5,15,15,0.0,0,210,4,230.4,8.0,38.14,15860.9,182.3,27.6,0.55,3.1,1.5,8.1,5.6,422,5975.5,6049.5,7277.8,0,595.9,8.19,1,5.78,71.0,0,6540.4,103.86,0.0,Active,0,1,1,66.3,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2016-10-01,2016,10,8435.6,8206.2,-229.4,97.28,10,9,3.5,44.3,0,12,11,5.5,1,210,5,236.8,8.0,38.28,14739.6,53.0,26.3,0.298,2.3,0.7,3.7,1.7,428,6681.9,6954.5,8435.6,0,229.4,2.72,0,5.31,96.4,0,7774.9,106.1,0.0,Active,0,1,0,79.6,9
MOIL-01,Beldongri,Maharashtra,Nagpur,2016-11-01,2016,11,9097.3,8998.9,-98.4,98.92,10,10,4.2,43.2,1,14,14,0.0,0,210,5,239.2,8.0,40.87,19276.2,14.5,22.7,0.186,2.1,1.5,3.0,0.3,416,8206.2,7962.3,9097.3,0,98.4,1.08,0,4.83,97.9,0,8073.0,107.08,0.0,Active,0,1,0,84.6,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2016-12-01,2016,12,9014.6,8626.0,-388.6,95.69,10,10,8.3,49.1,2,14,14,0.0,0,210,5,240.0,8.0,39.32,15455.3,5.8,19.8,0.169,2.1,0.9,3.2,0.1,410,8998.9,8610.4,9014.6,0,388.6,4.31,0,4.17,97.5,0,8430.1,107.12,0.0,Active,0,1,0,80.4,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-01-01,2017,1,9299.6,9297.6,-2.0,99.98,10,10,12.0,46.5,2,13,13,0.0,0,210,5,239.2,8.0,39.77,19560.6,10.0,20.9,0.166,2.2,1.1,1.9,0.3,428,8626.0,8974.2,9299.6,0,2.0,0.02,0,3.74,105.4,0,9784.2,110.91,455.6,Active,0,1,0,90.3,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-02-01,2017,2,9471.8,9147.8,-324.0,96.58,10,9,1.0,42.9,0,13,13,0.0,0,210,5,239.2,8.0,36.91,17883.9,14.5,24.6,0.207,2.3,0.9,1.6,0.7,419,9297.6,9023.8,9471.8,0,324.0,3.42,0,3.96,100.4,0,8172.2,110.35,0.0,Active,0,1,0,83.7,9
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-03-01,2017,3,9471.8,8620.8,-851.0,91.02,10,9,18.7,40.0,3,13,12,5.9,1,210,5,239.2,8.0,38.35,18440.5,12.2,29.1,0.185,2.2,1.1,5.2,0.6,400,9147.8,9022.1,9471.8,0,851.0,8.98,1,5.24,91.7,0,8076.8,110.4,0.0,Active,0,1,0,80.2,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-04-01,2017,4,9041.2,8921.4,-119.8,98.67,10,10,10.7,52.0,3,14,13,5.7,1,210,5,239.2,8.0,39.19,17193.8,8.7,35.5,0.19,2.1,1.2,5.0,0.3,425,8620.8,8896.7,9041.2,0,119.8,1.33,0,4.09,102.5,0,8045.8,110.4,0.0,Active,0,1,0,84.7,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-05-01,2017,5,8610.7,8383.5,-227.2,97.36,10,10,22.3,45.0,4,15,15,0.0,0,210,5,239.2,8.0,36.24,15729.2,14.8,37.1,0.2,2.1,1.4,4.1,0.4,401,8921.4,8641.9,8610.7,0,227.2,2.64,0,4.73,97.4,0,8202.9,112.58,0.0,Active,0,1,0,84.8,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-06-01,2017,6,7319.1,6743.2,-575.9,92.13,10,8,15.5,51.4,1,16,16,0.0,0,210,4,230.4,8.0,42.68,13249.2,185.3,30.8,0.55,2.7,1.8,7.3,8.2,419,8383.5,8016.0,7319.1,0,575.9,7.87,1,7.17,70.7,0,6768.7,108.85,19.2,Active,0,1,1,62.4,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-07-01,2017,7,6458.0,6009.5,-448.5,93.05,10,7,16.5,39.9,0,12,11,4.3,1,210,4,226.4,8.0,38.97,11777.1,247.7,27.8,0.55,4.1,2.8,7.3,7.7,426,6743.2,7045.4,6458.0,0,448.5,6.94,1,8.72,63.9,0,5353.3,108.85,0.0,Active,0,1,1,55.0,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-08-01,2017,8,6716.4,5743.6,-972.8,85.52,10,8,50.0,44.9,4,12,9,9.9,3,210,4,224.0,8.0,37.17,11025.2,295.9,27.1,0.55,6.0,1.9,7.3,11.1,423,6009.5,6165.4,6716.4,0,972.8,14.48,1,9.95,64.2,0,5794.0,105.21,60.2,Active,0,1,1,41.7,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-09-01,2017,9,7577.4,7129.2,-448.2,94.08,10,8,10.7,47.1,0,16,16,0.0,0,210,4,231.2,8.0,37.88,16361.0,160.1,27.8,0.546,4.4,1.7,5.6,2.4,413,5743.6,6294.1,7577.4,0,448.2,5.91,1,6.46,76.7,0,6893.7,109.97,0.0,Active,0,1,1,64.6,8
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-10-01,2017,10,8782.9,8649.2,-133.7,98.48,10,10,9.8,39.3,1,14,14,0.0,0,210,5,237.6,8.0,37.17,16551.2,48.0,27.2,0.26,2.4,0.9,3.8,0.7,406,7129.2,7174.0,8782.9,0,133.7,1.52,0,4.91,90.7,0,8621.7,104.07,0.0,Active,0,1,0,76.0,9
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-11-01,2017,11,9471.8,9222.4,-249.4,97.37,10,9,1.0,40.1,0,15,15,0.0,0,210,5,239.2,8.0,39.15,19855.6,15.0,23.0,0.181,2.2,0.7,4.9,0.3,409,8649.2,8333.6,9471.8,0,249.4,2.63,0,3.54,91.9,0,9768.7,110.73,400.3,Active,0,1,0,85.1,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2017-12-01,2017,12,9385.7,8920.9,-464.8,95.05,10,9,8.2,50.4,1,12,12,0.0,0,210,5,240.0,8.0,38.67,15974.1,4.6,20.4,0.169,2.0,1.3,1.8,0.1,426,9222.4,8930.8,9385.7,0,464.8,4.95,0,4.74,97.3,0,8817.5,107.83,0.0,Active,0,1,0,84.6,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-01-01,2018,1,9836.6,9356.8,-479.8,95.12,10,9,6.4,48.6,1,15,15,0.0,0,210,5,239.2,8.0,38.28,20610.1,11.9,21.4,0.188,2.1,0.8,3.2,0.3,420,8920.9,9166.7,9836.6,0,479.8,4.88,0,4.26,110.8,0,9714.1,120.72,408.4,Active,0,1,0,84.6,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-02-01,2018,2,10018.8,9500.2,-518.6,94.82,10,9,1.2,49.1,0,16,16,0.0,0,210,5,239.2,8.0,38.56,20232.1,18.3,24.4,0.183,2.4,1.1,3.2,0.5,402,9356.8,9259.3,10018.8,0,518.6,5.18,1,5.4,91.3,0,8565.0,110.43,0.0,Active,0,1,0,82.8,9
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-03-01,2018,3,10018.8,9718.7,-300.1,97.0,10,9,0.9,49.9,0,13,13,0.0,0,210,5,239.2,8.0,38.73,18705.9,13.4,29.6,0.175,2.2,1.3,2.2,0.5,420,9500.2,9525.2,10018.8,0,300.1,3.0,0,3.8,107.7,0,10265.6,111.75,437.7,Active,0,1,0,87.9,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-04-01,2018,4,9563.4,9178.1,-385.3,95.97,10,10,8.8,43.5,2,12,12,0.0,0,210,5,239.2,8.0,38.37,20897.3,9.6,33.9,0.161,2.1,0.8,4.5,0.2,402,9718.7,9465.7,9563.4,0,385.3,4.03,0,4.62,97.6,0,9755.2,109.91,622.7,Active,0,1,0,81.8,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-05-01,2018,5,9108.0,8931.9,-176.1,98.07,10,10,4.8,39.9,1,14,14,0.0,0,210,5,239.2,8.0,40.95,14678.8,16.5,36.8,0.204,2.1,1.4,1.7,0.7,404,9178.1,9276.2,9108.0,0,176.1,1.93,0,4.91,108.7,0,8627.0,110.35,0.0,Active,0,1,0,83.1,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-06-01,2018,6,7741.8,7076.7,-665.1,91.41,10,8,29.9,39.7,2,16,14,7.2,2,210,4,229.6,8.0,38.63,15774.2,201.6,31.0,0.55,5.9,2.5,6.4,3.9,420,8931.9,8395.6,7741.8,0,665.1,8.59,1,6.65,71.8,0,6916.2,108.95,0.0,Active,0,1,1,57.7,8
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-07-01,2018,7,6831.0,6163.3,-667.7,90.23,10,7,30.1,49.5,2,14,13,4.2,1,210,4,225.6,8.0,38.06,11685.1,275.0,27.6,0.55,6.5,2.9,8.4,9.5,426,7076.7,7390.6,6831.0,0,667.7,9.77,1,9.77,57.7,0,5525.8,112.81,0.0,Active,0,1,1,51.0,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-08-01,2018,8,7104.2,6306.9,-797.3,88.78,10,7,41.3,41.0,5,16,16,0.0,0,210,4,225.6,8.0,37.94,13671.8,264.8,26.4,0.55,3.4,1.8,8.9,5.4,428,6163.3,6515.6,7104.2,0,797.3,11.22,1,9.25,61.8,0,6232.9,118.37,0.0,Active,0,1,1,47.3,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-09-01,2018,9,8015.0,7407.8,-607.2,92.42,10,8,14.3,45.1,1,16,13,12.6,3,210,4,232.8,8.0,40.31,16108.1,136.2,28.6,0.498,4.2,2.2,4.4,3.6,409,6306.9,6626.0,8015.0,0,607.2,7.58,1,4.99,75.1,0,7698.3,114.97,184.3,Active,0,1,1,63.8,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-10-01,2018,10,9290.2,8491.4,-798.8,91.4,10,10,7.8,44.3,1,15,13,10.6,2,210,5,237.6,8.0,37.65,16861.2,48.9,26.8,0.253,2.9,1.1,3.2,0.9,412,7407.8,7402.0,9290.2,0,798.8,8.6,1,5.62,103.2,0,7456.0,117.67,0.0,Active,0,1,0,75.8,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-11-01,2018,11,10018.8,10247.2,228.4,102.28,10,9,0.9,50.1,0,16,16,0.0,0,210,5,239.2,8.0,39.22,21390.2,12.9,23.4,0.168,2.0,0.7,1.6,0.2,408,8491.4,8715.5,10018.8,1,0.0,0.0,0,3.59,104.5,0,9114.4,117.09,0.0,Active,0,1,0,85.5,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2018-12-01,2018,12,9927.7,9759.8,-167.9,98.31,10,10,6.4,42.0,1,15,15,0.0,0,210,5,240.0,8.0,40.93,20855.7,4.2,20.5,0.163,2.0,1.4,3.7,0.1,425,10247.2,9499.5,9927.7,0,167.9,1.69,0,5.19,94.7,0,8669.3,111.59,0.0,Active,0,1,0,82.0,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-01-01,2019,1,10210.3,10123.0,-87.3,99.15,10,10,5.4,47.1,1,13,13,0.0,0,210,5,239.2,8.0,38.29,17607.3,11.0,21.5,0.162,2.1,1.3,4.5,0.2,404,9759.8,10043.3,10210.3,0,87.3,0.86,0,4.59,85.4,0,9723.3,119.59,0.0,Active,0,1,0,86.2,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-02-01,2019,2,10399.4,10284.0,-115.4,98.89,10,10,10.7,50.4,2,14,14,0.0,0,210,5,239.2,8.0,37.95,19679.6,15.9,24.9,0.181,2.1,1.3,4.4,0.3,399,10123.0,10055.6,10399.4,0,115.4,1.11,0,4.3,99.0,0,11083.5,115.58,680.9,Active,0,1,0,81.9,9
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-03-01,2019,3,10399.4,10220.4,-179.0,98.28,10,9,17.2,42.6,2,14,14,0.0,0,210,5,239.2,8.0,38.91,20877.4,11.3,30.3,0.178,2.1,1.2,2.8,0.3,420,10284.0,10209.1,10399.4,0,179.0,1.72,0,3.41,90.6,0,9437.1,122.23,0.0,Active,0,1,0,84.6,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-04-01,2019,4,9926.7,9727.2,-199.5,97.99,10,10,0.5,51.3,0,13,13,0.0,0,210,5,239.2,8.0,40.35,20845.9,7.7,35.8,0.176,2.1,1.4,1.4,0.3,402,10220.4,10077.2,9926.7,0,199.5,2.01,0,3.86,94.4,0,9160.3,116.0,0.0,Active,0,1,0,88.3,9
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-05-01,2019,5,9454.0,9342.3,-111.7,98.82,10,9,15.2,50.3,2,12,12,0.0,0,210,5,239.2,8.0,38.65,18344.8,18.6,38.6,0.189,2.3,1.5,3.7,0.8,417,9727.2,9763.3,9454.0,0,111.7,1.18,0,4.25,99.1,0,9612.9,114.5,296.4,Active,0,1,0,83.4,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-06-01,2019,6,8035.9,7254.2,-781.7,90.27,10,9,25.5,47.0,3,16,16,0.0,0,210,4,228.8,8.0,36.51,17027.1,211.3,32.2,0.55,5.7,1.8,9.1,4.8,428,9342.3,8774.6,8035.9,0,781.7,9.73,1,6.26,83.4,0,7867.6,113.05,361.2,Active,0,1,1,52.9,8
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-07-01,2019,7,7090.5,6126.2,-964.3,86.4,10,8,36.7,51.7,3,14,10,14.2,4,210,4,225.6,8.0,37.75,14262.2,266.5,27.4,0.55,4.7,2.4,8.1,6.3,400,7254.2,7574.2,7090.5,0,964.3,13.6,1,7.28,67.9,0,6600.0,117.31,238.0,Active,0,1,1,49.8,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-08-01,2019,8,7374.1,6237.7,-1136.4,84.59,10,7,31.9,47.1,2,13,12,3.1,1,210,4,226.4,8.0,40.43,13907.4,253.1,27.6,0.55,6.7,4.7,9.9,7.1,406,6126.2,6539.4,7374.1,0,1136.4,15.41,1,7.82,62.5,0,5699.4,121.48,0.0,Active,0,1,1,48.4,6
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-09-01,2019,9,8319.5,7383.3,-936.2,88.75,10,8,40.7,49.3,5,15,15,0.0,0,210,4,229.6,8.0,39.01,15956.0,197.0,28.0,0.55,3.4,1.2,8.3,2.9,411,6237.7,6582.4,8319.5,0,936.2,11.25,1,7.57,73.7,0,7514.7,116.8,155.2,Active,0,1,1,60.6,7
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-10-01,2019,10,9643.0,9135.0,-508.0,94.73,10,9,8.6,51.3,1,13,12,2.1,1,210,5,237.6,8.0,39.43,15658.7,46.4,26.2,0.255,2.2,0.7,2.4,0.9,426,7383.3,7585.3,9643.0,0,508.0,5.27,1,3.6,103.1,0,9662.0,120.97,540.8,Active,0,1,0,79.6,9
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-11-01,2019,11,10399.4,9764.0,-635.4,93.89,10,9,13.2,39.2,2,15,15,0.0,0,210,5,239.2,8.0,40.86,17784.7,12.8,23.5,0.165,2.1,1.1,3.8,0.6,412,9135.0,8760.8,10399.4,0,635.4,6.11,1,5.18,108.1,0,9520.3,119.96,0.0,Active,0,1,0,85.1,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-12-01,2019,12,10304.8,10115.3,-189.5,98.16,10,9,8.4,46.3,1,13,13,0.0,0,210,5,240.0,8.0,39.23,17723.6,4.8,20.9,0.172,2.0,0.8,3.1,0.2,408,9764.0,9671.4,10304.8,0,189.5,1.84,0,3.68,105.1,0,9228.1,117.1,0.0,Active,0,1,0,85.6,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2020-01-01,2020,1,8822.1,8665.2,-156.9,98.22,10,9,4.3,48.5,1,14,14,0.0,0,210,5,239.2,8.0,38.92,19157.3,10.9,22.1,0.162,2.2,1.3,5.1,0.5,418,10115.3,9514.8,8822.1,0,156.9,1.78,0,3.43,101.8,0,7865.3,120.58,0.0,Active,0,1,0,86.3,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2020-02-01,2020,2,8985.5,8817.3,-168.2,98.13,10,9,16.9,40.7,2,12,11,2.9,1,210,5,239.2,8.0,37.08,16313.4,20.5,24.9,0.198,2.3,1.0,2.9,0.8,400,8665.2,9199.3,8985.5,0,168.2,1.87,0,4.44,83.3,0,8693.7,124.77,0.0,Active,0,1,0,82.8,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2020-03-01,2020,3,8985.5,8779.4,-206.1,97.71,10,10,4.4,47.9,1,16,16,0.0,0,210,5,239.2,8.0,39.11,18368.4,14.6,30.3,0.173,2.2,0.8,2.5,0.3,422,8817.3,8754.0,8985.5,0,206.1,2.29,0,5.04,93.0,0,7896.1,126.16,0.0,Active,0,1,0,84.9,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2020-04-01,2020,4,8577.1,8348.6,-228.5,97.34,10,10,20.9,42.9,3,15,15,0.0,0,210,5,239.2,8.0,38.13,15682.8,10.9,34.7,0.195,2.1,1.1,4.8,0.3,420,8779.4,8648.4,8577.1,0,228.5,2.66,0,2.38,92.6,0,7467.0,127.06,0.0,Active,0,1,0,80.9,10
MOIL-01,Beldongri,Maharashtra,Nagpur,2020-05-01,2020,5,8168.6,8137.6,-31.0,99.62,10,9,8.5,40.2,1,13,13,0.0,0,210,5,239.2,8.0,37.75,15003.6,16.2,37.4,0.204,2.1,1.1,2.5,0.4,428,8348.6,8421.9,8168.6,0,31.0,0.38,0,4.01,92.6,0,7474.5,126.37,0.0,Active,0,1,0,85.6,11
MOIL-01,Beldongri,Maharashtra,Nagpur,2020-06-01,2020,6,6943.3,6440.3,-503.0,92.75,10,9,9.8,44.6,0,15,13,6.6,2,210,4,232.0,8.0,38.58,12102.1,147.3,31.8,0.525,4.8,2.8,5.0,5.3,411,8137.6,7642.2,6943.3,0,503.0,7.24,1,6.98,69.1,0,6838.3,124.69,382.4,Active,0,1,1,61.7,7
